subject,body,label
qs : a question from ask - a-linguist,"hi there ! i am sure you all know about the marvelous service that "" ask - a-linguist "" offers to the public . we received the following request on july 14 and until last night , there was no answer to it :
",0
donnellan complete citation,"a summary of my request for the complete citation : keith s . donnellan 1978 "" speaker reference , description and anaphora "" in syntax and semantics vol . 9 : pragmatics , peter cole , ed , n . y . : academic press . pp . 47-68 . this article was reprinted in 1979 contemporary perspectives in the philosophy of language , peter french , t . e . uehling jr , and h . k . wettstein , eds , minneapolis : u . of minnesota press . pp . 28-44 . thank you to the following people who responded to my request . charles meyer , gregory ward , steven bayne , robert knippen , anne reboul , jeffrey l . lidz , georges rebuschi , kjetil strand , becky passonneau
",0
passives,"hi all , does anyone know of a language in which passives are more frequent than actives ? it seems that it is possible to find languages in which actives are more frequent than passives , and even languages in which passives do not exist , but does the third case occur in any natural language ? any help on this would be greatly appreciated ? ll
",0
asian - language translators / editors needed,"arial translations , one of the country 's best-recognized asian - language translation firms for high-tech , has immediate openings for translators , editors and proofreaders proficient in japanese , chinese ( both simplified and traditional ) and korean . both on-site ( full time ) and off-site ( contractor ) opportunities are available . arial translations is located in portland , oregon and handled work for clients such as intel , hp and adobe . please e-mail your text resume to mike @ arialtranslations . com . for more information , visit http : / / www . arialtranslations . com thank you , - mike adams 503-646 - 4515 x 26
",0
summary of responses to psycholinguistics query,"in linguist 8 . 981 , i posted the following query : > if an ambiguous word has a strongly dominant sense , > is that sense most likely to be the one actually selected in neutral > contexts ? of course the intuitive answer seems obivously to be "" yes , "" > but i have n't found any formal studies affirming this , as most studies > do not explicitly relate dominance bias or strength of activation with > the processes of sense selection . > two more general questions : have the findings of tabossi > pretty much spelled an end to a purely modularist view of lexial > processing ? > and finally , to what extent are connectionist explanations of lexical > processing like kawamoto 's ( see below ) gaining credence among > psycholinguists ? the sole respondent was james fidelholtz , who , although he could n't directly address my questions , pointed out a very useful compilation of sense-frequencies for common english words : michael west , _ a general service list of english words _ ( 1953 ) , longman . thanks , dave = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - david wharton department of classical studies 237 mciver building the university of north carolina at greensboro greensboro , nc 27412-5001 email : whartond @ uncg . edu tel . ( 910 ) 334-5214 = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = - = -
",0
query : classicalphilology list,"i would like to ask for information on a similar discussion list as this one on issues in classical philology , mainly literature but also history , linguistics &c . please send messages to szigetva @ osiris . elte . hu thanks . peter szigetvari
",0
position announcement / instructor,"position announcement instructor / linguistics the linguistics program at the university of southern maine has an opening for a part-time instructor to teach two sections of an undergraduate course titled "" analyzing language "" , beginning fall 1997 . this is a "" core "" course and meets a "" skills of analysis "" requirement for the usm core program . we are looking for candidates with excellent teaching skills and a broad command of linguistic theory . abd phd candidates are especially encouraged to apply . the two sections meet for 2 1 / 2 hours each at 4 and 7pm on wednesday evenings in portland . in future semesters course schedules can be arranged to accommodate the instructor 's schedule . salary will be in the range $ 1749 - $ 2100 per course , depending upon experience . travel time from boston to portland is about 2 hours by car . if you are interested in this position ( or know someone who may be ) please contact prof . wayne cowart at ( 207 ) 780 4477 ; fax ( 207 ) 780 5561 ; cowart @ usm . maine . edu . candidates should contact us by phone or e-mail first then submit a letter , cv , and a letter of reference from someone familiar with the candidate 's teaching experience . mailing address : linguistics program , university of southern maine , p . o . box 9300 , 96 falmouth st . , portland , me 04104-9300 . the university of southern maine is an equal opportunity employer . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = wayne cowart / assoc . prof . of linguistics / director , usm core curriculum university of southern maine 96 falmouth st . portland , me 04103 usm linguistics webpage : http : / / www . usm . maine . edu / ~ lin e - mail : cowart @ usm . maine . edu phone : ( 207 ) 780-4477 = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
",0
chinese corpus,"dear netters , do you know of any chinese corpus ? i am doing some chinese analysis and would like to get hold of a chinese corpus . it does n't matter which chinese mode it uses ( gb , big5 , hz , etc . ) if you know one , please send me a message . thank you . ruizhong wang applied linguistics program northern arizona university ruizhong @ nauvax . ucc . nau . edu
",0
apocryphal american structuralist assertions,"there are two common , apocryphal assertions identified with american structuralist linguistics , and i am wondering if either of these assertions was actually made by an american structuralist . they are : 1 . language structures vary in infinitely many ways . this statement has been associated with boas , but it 's not in the hail intro . this statement has also been associated with martin joos , who supposedly said something along those lines attributing this view to boas ( but not necessarily endorsing it himself ) . 2 . the distributional method , applied rigorously , would yield a distinct syntactic category for every word in a language . it is possible that z s harris made such an assertion , though i have n't seen mention of it in the secondary literature . i am particularly interested in some form of these assertions made by structuralists who believed it themselves ; but if such do not exist , i am interested in attribution of these two beliefs to structuralists by others . thanks , bill croft
",0
sum : glosses with latex,"i got quite a number of replies to my query about latex style packages for linguistic glosses . the most widely used and perhaps best solutions ( my humble opinion ! ) are : covingtn . sty gb4e . sty , including cgloss . sty , a derivative of covingtn . sty both packages are available on ctan - servers ( latex users probably know what / where that is , otherwise try e . g . ftp . dante . de or www . dante . de ) . gb4e . sty redefines circumflexes and underline which may not be desired ( e . g . if you use esperant . sty ) . hope this information is useful . martin haase - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dr . martin haase mhaase @ dsouni1 . rz . uni-osnabrueck . de universitaet osnabrueck fb 7 phone : ( + 49 541 ) 969-4340 de-49069 osnabrueck fax : ( + 49 541 ) 969-4256 http : / / hal . cl-ki . uni-osnabrueck . de / ^ haase / ( ^ = tilde = % 7e ) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
",0
romanizations,"i am looking for references for "" linguisitcally minded "" and / or standard romanizations to be used to produce orthographies of the following languages : arabic cantonese korean farsi hindi tamil all characters used in the romanization must be found on a standard keyboard . there needs to be a mapping between the original orthography and the romanization - - the romanization can contain more linguistic "" smarts "" than the original orthography . i ' ll post a summary of responses if it seems appropriate . so far i ' ve been looking at : arabic : for arabic if have been looking at the romanization used in the "" english - arabic conversational dictionary "" by richard jaschke , which claims to be "" one of the best pocket guides to arabic ever published "" cantonese : lshk ( linguistic society of hong kong , 1993 ) ( i ' m leaning toward this one . . . ) sidney lau korean : hangul ( i like this one . . . anyone ever had any negative experience with it ? ) farsi : i do n't have much for this but a little book called "" colloquial persian "" by leila moshiri . hindi : no reference , but i have made what i think may be a decent romanization . . . is there a standard ? none of the native speakers in my neck of the woods seems to know of one . . . tamil : pretty empty here . . . . .
",0
"re : 6 . 943 , disc : non - decimal counting systems","the fulfulde language of west africa is based on fives . so you have separate words for one through five , from then on : 5 + 1 for six , then 5 + 2 , 5 + 3 , 5 + 4 . but there is a word for ten : 's appo ' which indicates putting both sets of fingers together . then we get 10 + 1 . . . . 10 + 5 + 4 , then a separate word for twenty . . . . . i wish to contribute to this topic of discussion with dagaare data . dagaare is a west african language ( gur family ) spoken in ghana and burkina faso . i provide below salient aspects of the dagaare system of numerals . as can be seen it is basically a decimal system ( based on 10 ) but it is also , to some extent , based on 20 . forty in dagaare is two 20 's , sixty is three 20 's and , like french , eighty is four 20 's . hundred has its own name but some speakers still insist on calling it five 20 's . all this shown below . 4 . dagaare numerals + human count - human count nenyeni - yeni 1 bonyeni bayi - yi 2 ayi bata - ta 3 ata banaare - naare 4 anaare banuu - nuu 5 anuu bayooo - yooo 6 ayooo bayopoi - yopoi 7 ayopoi banii - nii 8 anii bawae - wae 9 awae ( noba ) pie 10 ( boma ) pie ( noba ) pie ne yeni 11 ( boma ) pie ne yeni pie ne bayi 12 pie ne ayi . . . . pie ne bawae 19 pie ne awae ( noba ) lezare 20 ( boma ) lezare lezare ne yeni 21 lezare ne yeni lezare ne bayi 22 lezare ne ayi . . . . lezare ne bawae 29 lezare ne awae ( noba ) lezare ne pie 30 ( boma ) lezare ne pie lezare ne pie ne yeni 31 lezare ne pie ne yeni lezare ne pie ne bayi 32 lezare ne pie ne ayi . . . . ( noba ) lezae ayi 40 ( boma ) lezae ayi lezae ayi ne yeni 41 lezae ayi ne yeni lezae ayi ne bayi 42 lezae ayi ne ayi . . . . lezae ayi ne pie 50 lezae ayi ne pie lezae ayi ne pie ne yeni 51 lezae ayi ne pie ne yeni lezae ayi ne pie ne bayi 52 lezae ayi ne pie ne ayi . . . . ( noba ) lezae ata 60 ( boma ) lezae ata lezae ata ne yeni 61 lezae ata ne yeni lezae ata ne bayi 62 lezae ata ne ayi . . . . ( noba ) lezae ata ne pie 70 ( boma ) lezae ata ne pie lezae ata ne pie ne yeni 71 lezae ata ne pie ne yeni lezae ata ne pie ne bayi 72 lezae ata ne pie ne ayi . . . . ( noba ) lezae anaare 80 ( boma ) lezae anaare lezae anaare ne yeni 81 lezae anaare ne yeni lezae anaare ne bayi 82 lezae anaare ne ayi . . . . ( noba ) lezae anaare ne pie 90 ( boma ) lezae anaare ne pie lezae anaare ne pie ne yeni 91 lezae anaare ne pie ne yeni lezae anaare ne pie ne bayi 92 lezae anaare ne pie ne ayi . . . . ( noba ) koo 100 ( boma ) koo koo ne yeni 101 koo ne yeni koo ne bayi 102 koo ne ayi . . . . koore ayi 200 koore ayi koore ata 300 koore ata . . . . koore awae 900 koore awae ( noba ) tur 1000 ( boma ) tur . . tur ayi 2000 tur ayi tur ata 3000 tur ata . . tur tur ( mur ) 1000 000 tur tur ( mur ) . . tur tur tur ( bur ) 1000 000 000 tur tur tur ( bur ) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - as can be seen for the last two numerals above , speakers would refer to million as ' thousand thousand ' and billion , presumably as ' thousand , thousand , thousand ' . the names in parenthesis ( ' mur ' and ' bur ' ) are my own suggestions , as a linguist / native speaker of the language , towards a better way of referring to very large numbers . i wonder how other languages are accomodating this need to have more numerals in the counting system . adams bodomo
",0
non - decimal counting systems,"the fulfulde language of west africa is based on fives . so you have separate words for one through five , from then on : 5 + 1 for six , then 5 + 2 , 5 + 3 , 5 + 4 . but there is a word for ten : 's appo ' which indicates putting both sets of fingers together . then we get 10 + 1 . . . . 10 + 5 + 4 , then a separate word for twenty . i beleive some dialects use ten times two for twenty . for thirty , forty , etc . we get 10 x 3 etc . there are separate words for hundred and thousand . 1000 x 1000 is probably a practical limit . i am sure this is not unique in this area of africa . leslie h . stennes
",0
re : struck out by nomo,"the symbol k was used in early baseball box scores , indicating that the batter had struck out . this abbreviation was probably originated around 1850 by henry chadwick who "" introduced the newspaper box score so that one player 's performance could be fairly measured against another 's . "" chadwick was a british born newspaperman who is described in ken burns ' baseball as baseball 's "" chief arbiter , publicist , and goad "" who was the country 's first baseball editor , working for the new york clipper and for the brooklyn eagle for nearly fifty years . he also wrote chadwick 's baseball manual that standardized the rules , etc . of the early game . ( this information comes from my baseball informant , chris hakala , and the narrative transcript of geoffrey ward & ken burns ' _ baseball _ published by knopf , 1994 . ) john limber department of psychology university of new hampshire , durham nh 03824 , usa email : john . limber @ unh . edu fax ( 603 ) - 862-4986
",0
resources on afrikaans,"a student of mine here in japan wishes to examine the evolution of afrikaans and its relationship to dutch / german / english . source material is scarce in local libraries , and i personally have not much knowledge of the language or literature on it . both diachronic and synchronic studies would be of interest - overview and broadly drawn material would be preferable to highly technical ( e . g . , syntactic ) analysis . thank you in advance to helpful linguists who can take the time to point us beyond "" the development of afrikaans "" and "" a grammar of afrikaans "" and work by botha to further material . reply privately to guy modica < gmodica @ fh . seikei . ac . jp > .",0
distance learning programs,"i am currently serving in the u . s . air force and would like to pursue a ma and or phd in linguistics . i was wondering if anybody on this list knows of any programs available for distance learning that can lead to either of the aforementioned degrees ? also , if it can be accomplished over the internet or some other medium ( video , etc . ) . thank you beforehand for any material or information you might be able to send to me ! thomas loyd
",0
pdt,"send for a free sample copy of mind and language edited by max coltheart , martin davies , samuel guttenplan , margaret harris , glyn humphreys , alan leslie , neil smith and deirdre wilson the phenomena of mind and language are currently studied by researchers in linguistics , philosophy , psychology , artificial intelligence and cognitive anthropology . mind and language aims to bring this work together in a genuinely interdisciplinary way . along with original articles , the journal publishes forums , survey articles , and reviews , enabling researchers to keep up-to - date with developments in related disciplines as well as their own . recent articles : vacuous singular terms , fred adams and robert stecker peacocke 's argument against the autonomy of nonconceptual representational content jose luis bermudez nonconceptual content : kinds , rationales and relations christopher peacocke systematically revisited : reply to chater and christiansen and niklasson and van gelder robert f hadley mind and language is published four times a year in march , june , september and december , by blackwell publishers , 108 cowley road , oxford , ox4 1jf , uk request your free sample copy by sending a message to jnlsamples @ blackwellpublishers . co . uk . please include your full postal address and state journal title .
",0
tolkien 's elvish languages : austronesian ?,"( this , of course , started as a spoof of proto - world ) is elvish austronesian or has sakao ( espiritu santo ) an elvish substratum ? that is the question . as i was looking for an elvish cognate for my proto - world * hu ( n ) t i came across ( and the whole effort took me perhaps five minutes , writing it down much longer , however ) : 1 . - losgar ( red snow ) . the place where feanor burned the ships of the teleri . los = snow , gar from car = red ( noel 1980 : 164 ) . - sakao kar = red . 2 . - minas tirith s ' tower of watch ' , ' tower of guard ' ( ibid . p . 170 ) ' minas ' being ' tower ' , ' tirith ' is evidently ' watch , guard ' . - sakao t ( y ) ry = to look at , to watch out . 3 . - lad ' plain ' , ' valley ' , s / 361 ( p . 160 ) - sakao la ^ dh = earth , ground 4 . - kel ' go away ' , ' flow away ' , ' flow down ' . s / 360 ( p . 159 ) - sakao gher ' to go past ' , ' to flow ' . 5 . - in ( of the ) . see various place names , including haudh - in - gwanur . ( p . 158 ) - sakao - yn , same meaning , as in ' waldhyn ietar ' 's on of yetar ( god ) ' . 6 . - ia ^ ' void ' , ' abyss ' s / 360 ( p . 156 ) - sakao ia ' oral cavity ' , ' opening ( of a cave ) ' 7 . - ondo q [ uenya ] 's tone ' s / 359 ( p . 180 ) - sakao iedh 's tone ' ( there is a pervading correspondence e / o throughout austronesian languages , and i am * not * making that up ! ) . or perhaps also : - sakao dhon ' mountain ' ( with metathesis and semantic shift ) . enough ? are n't you convinced yet ? all right . . . 8 . - vorn ' black ' . s / 360 ( p . 205 ) - sakao vyr ' black ' . 9 . - galadh s . ' tree ' ( p . 146 ) - sakao gholadh a tree sp . ( bislama "" nangkalat "" , a tree with urticant leaves ) 10 . - esse q [ uenya ] ' name ' ( p . 142 ) - sakao ase - ' name ' 11 . - sil q [ uenya ] 's hine with white or silver light ' ( p . 189 ) - sakao hoel ' cooking stone ' , regularly derivable from * s ( ui ) l ( aeo ) - sakao syl ' to singe ' and let 's make it an even dozen : 12 . - loa ' growth ' ( p . 163 ) - sakao lu ' to grow ' . work cited : ruth s . noel . the language of tokien 's middle - earth . houghton mifflin . boston 1980 .
",0
odd descriptions of character,"in discussing some old , and some contemporary , character descriptions given to people , i was wondering about some of their derivations . for instance , does anyone know of the origin and / or historical meaning of some of the following strange and humorous appellations ? nincompoop knucklehead blockhead nerd dweeb geek i expect some of the terms to have been fanciful phonological inventions ( such as in lewis carroll 's _ alice in wonderland _ ) , but others might actually be derived from meaningful ( even if pejorative ) references . if you have any input , i 'd like to hear it . thanks , michael beard wayne state university 73131 . 3101 @ compuserve . com
",0
burmese,"burmese pronunciation could somebody inform me what the burmese pronunciation of the name myanmar is ? helge sandoy , university of bergen e-mail : helge . sandoy @ nor . uib . no
",0
desparately seeking,"i am trying to get hold of a copy of a book reviewed in language last year : yolanda lastra ( 1992 ) sociolinguistica para hispanoamericanos . mexico city : el colegio de mexico none of the obvious people to get in touch with have answered my e-mail . does anyone on this list know how / where i can find this book ? even a snail-mail address for el colegio de mexico would be helpful . many thanks . david beck , university of victoria , canada djbeck @ uvvm . uvic . ca
",0
"adjectives , terminology , follow-up","colleagues , yesterday 's question about needing a term for a distinction in adjective use yielded lots of helpful responses . the terms i ' ll settle on are "" relational "" and "" qualitative "" . thanks especially to robert beard . ( economic is mainly relational ; economical is mainly qualitative ; educational in ' educational institution ' is relational ; in ' educational experience ' it 's qualitative ; etc . ) chuck fillmore - = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = charles j . fillmore , university of california , berkeley , ca 94720 fillmore @ icsi . berkeley . edu office in icsi : 510 642 4274 extension 314
",0
homophones in english dialects,"i work with students with written language learning disabilities . my students and i create personalized editing checklists , one component of these checklists being a list of commonly confused homophones . i 'd like to compile a more comprehensive list , however . i ' ve got a copy of evan antworth 's list of homophones from standard english , but i 'd like to supplement this with homophones in dialects of english . i am particularly interested in mid - atlantic and southern dialects . thanks in advance - - suzanne cadwell
",0
strike outs,"hey baseball fans ! anyone out there know where ' k ' as a shorthand for 's trike-out ' comes from ? ? ? nomo - mania is big in japan and i ' ve had two different people ask me when they find out that i do linguistics . help ! ! - - amy
",0
"position : hamada , japan","please do n't apply by email . english teacher . full - time , 25-30 teaching hours / week . 250 , 000yen / month . travel allowance of 200 , 000 yen . teach in the beautiful countryside with a beach nearby . teach esl to all ages but must like children . university degree required . sponsorship available . fully furnished apartment at 48 , 000yen / month . paid holidays . renewable contract . application deadline asap . position begins october 6 , 1997 . apply by mail , fax , or in person with cv / resume , contact masaharu gotoh or reymie ramirez . gotoh school of english and math . aioi-3 , hamada - shi , shimane - ken 697 . 0855-23 - 0944 ( 22-2114 ) . fax 0855-22 - 2117 .
",0
sem : tocharian,"blockseminar : g . pinault ( professeur ` l ' universiti de clermont - ferrand - directeur ` l ' iphi ive ) einf | hrung tocharisch fu berlin , 22 . - 26 . sept . 1997 http : / / titus . uni-frankfurt . de / curric / colloq . htm # berlin97
",0
pragmatic checking and anaphor resolution,"in an article by marslen - wilson , levy , and tyler ( 1982 ) "" producing interpretable discourse : the establishment and maintenance of reference "" they discuss the role of inference or "" pragmatic checking "" in the process of anaphor resolution . briefly , anaphoric resolution results from checking the information predicated of the anaphor with the local or preceding discourse and thereby inferring the intended referent . could anyone steer me in the direction of other research which pursues a similar line of argument ? thank you very much . - richard cameron
",0
need word lists,"hi ! i have a program that generates bizarre poetry with an accompanying file of words . i am looking for word lists out on the net . lists of nouns , adjectives , verbs , adverbs , conjunctions , etc . also , if you know of any word lists by topic : computer , science , drama , art , agric-sci , plz let me know where these are on the net . thanks ! gloria mcmillan * - - - - - - - - - - - - - - - - * - - - - - - - - - - - - - - - * - - - - - - - - - - - - - - - * - - - - - - - - - - - - - - - - - * gmcmillan @ east . pima . edu http : / / pimacc . pima . edu / ~ gmcmillan / index . html virtual classroom : diversity university moo telnet > 128 . 18 . 101 . 106 8888 login as : co guest type : @ go # 2673 * - - - - - - - - - - - - - - - - * - - - - - - - - - - - - - - - * - - - - - - - - - - - - - - - * - - - - - - - - - - - - - - - - - *
",0
re : a * real * virus alert ( fwd ),"fyi about what looks like the real thing this time . cherilyn : ) - - - - - - - - - - forwarded message - - - - - - - - - - date tue , 6 jun 1995 09 : 43 : 50 - 0400 > from notes . wmyer @ a50vm1 . trg . nynex . com to : revwar @ unh . edu subject re : a * real * virus alert what is pkzip ? pkzip is the most common way of compressing computer files so they take up less room on a hard disk or less time to transmit over a data communications link . many people have , and use , this family of shareware products . pkware 's current legitimate version of pkzip is 2 . 04g . this , and earlier versions may be assumed to be safe . how is a trojan horse different than a virus ? the bogus pkzip products are files with pkz300 or pkz300b with either a . zip or . exe suffix . unlike a virus , these programs do not replicate themselves nor "" infect "" anything . they do their damage to that one pc that runs the trojan - horsed bogus program . it cannot spread , unless a person gives out a copy of the bogus program . . what happens if you use this bogus version of pkzip ? the unwary victim downloads the file from a bbs run by less than through operators . if the victim runs the . exe form of the bogus program , it erases the hard disk immediately . if the . zip form is downloaded and "" unzipped "" , the pkzip & pkunzip . exe programs will erase the hard disk when executed . special note to notes / lan admins : if a lan - attached pc were to run this trojan - horse type program , it would be safe to assume all the lan accessible files that can be deleted with the privileges of the logged-on user , will be at risk . note : no anti-virus packages guard against trojan horses . antivirus mechanisms guard against the pc & the pc operating system from being fooled . trojan horses fool the pc user . what you must do : inform all your technically astute pc users about this trojan horse , bogus pkzip version . tell them to beware . do not download or use any pkzip type programs from any bbs . until this situation wanes , all pkzip products brought into a pc are suspect . i have the honour and privilege to remain yr humble svt , walter h myer , major brigade adjutant brigade of the american revolution
",0
tommy lee and heather locklear ( before pamela anderson ) ( 9875 ),"live sincity xxxclub pictures and videos . featuring exclusive photos of . . . - tommy lee and heather locklear ( before pamela anderson ) - a calista flockheart strip tease ( aka ally mcbeal ) - plus much much more http : / / 208 . 234 . 97 . 99 / adult / mywife / index . html * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 72435
",1
ph . d programs,"a colleague of mine , who is a professor of english in japan , is seeking information regarding non-resident ph . d programs in linguistics available in the u . s . - - a course of study he would pursue while still in japan . where would we find such information ? please help us in any way you can . thank you very much for your time . ( please respond directly to the above email address . )
",0
hot xxx ( 917 ),"join in on the fun with us ! http : / / 38 . 150 . 73 . 20 / babez / index . html * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 76557
",1
teach english in china,"a number of positions are open for teachers of english at the university of finance in shanghai . interested parties please contact dr . y . ho at hsintl @ aol . com for details .
",0
arizona and the web,"everybody : the url for linguistics at the university of arizona is now : http : / / radon . gas . uug . arizona . edu / ~ weinberg / index . html there is also now massive amounts of information describing just about every aspect of our undergraduate and graduate offerings , our programs , our faculty , etc . mike hammond
",0
typos in fromkin and rodman textbook,"this is a query to find out if anyone has a list of the typos that are in an early printing of the fifth edition to the fromkin and rodman textbook "" an introduction to language "" . i am using the text in an introductory class . while my copy of the book is fine , many of the students bought used versions that have a number of typos in the data sets . so , i was hoping that someone had a list of those typos ( or knew where i could get one ) , so that i can tell the students who have those defective copies . please send any answers to the following address : robinq @ ccwf . cc . utexas . edu thanks robin queen
",0
singapore query,"on behalf of a friend who has been offered a teaching position at the national university of singapore , i 'd like to ask 2 questions . 1 . does anyone have experience living in singapore or teaching at nus ? 2 . if so , could you tell me about your experience ? insights , suggestions , or special considerations would be welcome . please address a reply to jherman @ epas . utoronto . ca thanks .
",0
syllabus request for gender and language course,"i will be teaching a course ( upper division undergraduate ) on "" gender and language "" this fall and i would like to see examples of syllabi that other people have used for this kind of class . i am also interested in relevant books , readings and videos . alternately , maybe this information is already available somewhere on www and someone knows the address ? i will be happy to summarize for the list . thanks , patricia schneider - zioga pschneid @ aludra . usc . edu dept . of linguistics usc l . a . ca 90089-1693
",0
e-mail address,"i am looking for ian maddieson 's e-mail address . two of the lists i check do n't list it ; when i send mail to the one address i did find ( idu0ion @ csma . berkeley . edu ) , it gets bounced back .
",0
new research institute,"g . a . i . l . a . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ grupo autonomo de investigaciones en linguistica aplicada san juan - argentina dear fellow linguists ; it is a great honor to introduce you to a new research institute that has its headquarters in san juan , a province in the north-west of argentina , south america . we are concerned mainly with problems of teaching english as a foreign language ( tefl ) . we do research on foreign language learning and coordinate courses and debates on different topics within this general subject . a lot of information as regards the current state of the art is available to all those who are interested . also , it would be interesting to carry out joint ventures as regards research with other people around the world . please , feel free to contact us through my email address : leo ferres email : aleofer @ ffha . unsj . edu . ar thank you very much , and we sincerely hope that we can share information and stregthen communication . grupo g . a . i . l . a
",0
announce : mac common lisp http server 1 . 2 beta ( 29 . 2 ),"the common lisp web server is now available for mcl 3 . 0 . you can now interface your lisp programs to the world show exactly what you can do better and faster in lisp . the server is full-featured ( http 1 . 0 and html 2 . 0 ) and comes complete with source code . it has been proven in major production systems ( running on the lisp machine ) and applied in a number of artificial intelligence systems . key features include : * computed urls * html 2 . 0 generation . * implements get , head , post , put , delete http methods . * extensible , object-oriented architecture . * advanced condition architecture . * self - documentation . * working examples to get you started . * toolkit of web abstractions . * rapid prototyping for research , products , or protocol development . * disconnected operation on powerbooks . * complete source code . * free . the server was described in a paper at the 1st www conference http : / / www . ai . mit . edu / projects / iiip / doc / cl-http / server-abstract . html mac and lisp machine versions are now available for ftp from : ftp : / / ftp . ai . mit . edu / pub / users / jcma / cl-http / mac version 1 . 1 is included in the mcl 3 . 0 cd from digitool ( http : / / www . digitool . com / ) , which was cut yesterday and should be in user hands within about two weeks . the server also runs in mcl 2 . 0 . 1 , but only in single threaded mode . a listserve to discuss common lisp based www servers , clients , and related design issues is available at www-cl @ ai . mit . edu . you can join by sendin g an email message to www-cl - request @ ai . mit . edu including in the message body subscribe www-cl < your email address > future releases will be announced to www-cl . please report any interesting applications or server extensions to www-cl @ ai . mit . edu volunteers are sought for ports to lispworks , franz , lucid , cmu lisp or any other full-featured lisps running on pcs , unix machines , or other architectures . given the mac port , this reduces to deploying threads and interfacing to tcp . there will be a tutorial on this server and programming the web at the 1995 lisp users and vendors conference in cambridge in august , 1995 . ( contact luv-organizer @ ai . sri . com for further information ) . information is sought on other uses of dynamic languages ( e . g . , lisp , scheme , dylan ) in world wide web applications . the mac port was a product of a collaboration between apple 's cambridge research laboratory , the ai department of the university of wuerzburg , digitool inc , and the mit artificial intelligence laboratory . support for the mit ai lab 's research is provided in part by the advanced research projects agency of the us department of defense under contract number mda972-93 - 1-003n7 .",0
phonetics software,"i am interested in software containing phonetic symbols - - can anyone direct me ? thanks , karen robinson
",0
"re : 8 . 1098 , qs : french , chinese poetry , bannock","> > - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - message 1 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - > > date : sat , 26 jul 1997 20 : 23 : 41 - 0400 > from : ewb2 @ cornell . edu ( e . wayles browne ) > subject : question for french speakers > > in english one can distinguish two different placements of an adverb > with two different readings : > > ( 1 ) the conflict is not clearly an international problem . "" perhaps > the conflict is an international problem , perhaps it is not an > international problem ; whether it is an international problem or not > is not clear . "" > > ( 2 ) the conflict is clearly not an international problem . "" the > conflict is not an international problem . that is clear . "" > > in french , does > > ( 3 ) le conflit n ' est clairement pas un probl = e8me international . have > the meaning of ( 1 ) or ( 2 ) or both ? are there other possible placements > of _ clairement _ which would have a meaning differing from that of ( 3 ) ? rejean canac marquis , uqam ( linguistics ) & simon fraser university ( french dept ) clearly , sentence ( 3 ) has the meaning ( 2 ) , not ( 1 ) . if clairement is after pas , then meaning ( 1 ) takes over . this is of course without special stress or break . hope this is hopeful . best , rcm .
",0
email address ? ? ?,"dear linguists , does anyone know where can i get the email addresses of all ( or some ) the linguistics graduate schools in the us ? thanks for your kindly help sherman `
",0
sorry for the delay - fqtfsqvb,"hello thanks for stopping by ! ! we have taken many new pics and made some hot new videos ! they are the most erotic we have done ! stop by and be our guest for oodles of free fun ! click here and enter we thank you for all your business in the past ! the haven
",1
thank you for your continued support ! ( 12828 ),"as a special thank you from our team at web - entertainment , we have signed special licensing deals with top entertainment facilities across the world . please enjoy with our compliments and trust that we value you as a customer and look forward to continuing our services to you in the future as well as today ! http : / / 208 . 144 . 10 . 20 / ~ scout / index . html * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 55444
",1
